Latitude,Longitude,Flood_Status
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977507,8.5456075,Non-Flooded
47.3977507,8.5456075,Non-Flooded
47.3977507,8.5456075,Non-Flooded
47.3977507,8.5456075,Non-Flooded
47.3977507,8.5456075,Non-Flooded
47.3977507,8.5456075,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977509,8.5456074,Non-Flooded
47.3977509,8.5456074,Non-Flooded
47.3977509,8.5456074,Non-Flooded
47.3977509,8.5456074,Non-Flooded
47.3977509,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977507,8.5456074,Non-Flooded
47.3977507,8.5456074,Non-Flooded
47.3977507,8.5456074,Non-Flooded
47.3977507,8.5456074,Non-Flooded
47.3977507,8.5456074,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456075,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977508,8.5456074,Non-Flooded
47.3977507,8.5456069,Non-Flooded
47.3977507,8.5456069,Non-Flooded
47.3977507,8.5456069,Non-Flooded
47.3977507,8.5456069,Non-Flooded
47.3977507,8.5456069,Non-Flooded
47.3977503,8.5456059,Non-Flooded
47.3977503,8.5456059,Non-Flooded
47.3977503,8.5456059,Non-Flooded
47.3977503,8.5456059,Non-Flooded
47.3977503,8.5456059,Non-Flooded
47.3977501,8.5456051,Non-Flooded
47.3977501,8.5456051,Non-Flooded
47.39775,8.5456049,Non-Flooded
47.39775,8.5456049,Non-Flooded
47.39775,8.5456049,Non-Flooded
47.39775,8.5456049,Non-Flooded
47.3977499,8.5456046,Non-Flooded
47.3977499,8.5456046,Non-Flooded
47.3977499,8.5456045,Non-Flooded
47.3977499,8.5456045,Non-Flooded
47.3977499,8.5456045,Non-Flooded
47.3977499,8.5456045,Non-Flooded
47.3977499,8.5456045,Non-Flooded
47.3977501,8.5456047,Non-Flooded
47.3977501,8.5456047,Flooded
47.3977501,8.5456047,Flooded
47.3977501,8.5456047,Flooded
47.3977501,8.5456047,Flooded
47.3977502,8.5456051,Flooded
47.3977502,8.5456051,Flooded
47.3977502,8.5456051,Flooded
47.3977502,8.5456051,Flooded
47.3977502,8.5456051,Flooded
47.3977504,8.5456056,Flooded
47.3977504,8.5456056,Flooded
47.3977504,8.5456056,Flooded
47.3977504,8.5456056,Flooded
47.3977504,8.5456056,Flooded
47.3977505,8.5456061,Flooded
47.3977505,8.5456061,Flooded
47.3977505,8.5456061,Flooded
47.3977505,8.5456061,Flooded
47.3977506,8.5456064,Flooded
47.3977506,8.5456064,Flooded
47.3977506,8.5456064,Flooded
47.3977506,8.5456064,Flooded
47.3977506,8.5456064,Flooded
47.3977506,8.5456068,Flooded
47.3977506,8.5456068,Flooded
47.3977506,8.5456068,Flooded
47.3977506,8.5456068,Flooded
47.3977506,8.5456068,Flooded
47.3977506,8.5456069,Flooded
47.3977506,8.5456069,Flooded
47.3977506,8.5456069,Flooded
47.3977506,8.5456069,Flooded
47.3977506,8.5456069,Flooded
47.3977506,8.5456069,Flooded
47.3977505,8.545607,Flooded
47.3977505,8.545607,Flooded
47.3977505,8.545607,Flooded
47.3977505,8.545607,Flooded
47.3977505,8.545607,Flooded
47.3977505,8.545607,Flooded
47.3977505,8.545607,Flooded
47.3977505,8.545607,Flooded
47.3977505,8.545607,Flooded
47.3977505,8.545607,Flooded
47.3977504,8.5456069,Flooded
47.3977504,8.5456069,Flooded
47.3977504,8.5456069,Flooded
47.3977504,8.5456069,Flooded
47.3977504,8.5456069,Flooded
47.3977504,8.5456069,Flooded
47.3977504,8.5456069,Flooded
47.3977502,8.5456068,Flooded
47.3977502,8.5456068,Flooded
47.3977501,8.5456067,Flooded
47.3977501,8.5456067,Flooded
47.3977501,8.5456067,Flooded
47.3977501,8.5456067,Flooded
47.3977501,8.5456067,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456066,Flooded
47.3977501,8.5456064,Flooded
47.3977501,8.5456064,Flooded
47.3977501,8.5456064,Flooded
47.3977501,8.5456064,Flooded
47.3977501,8.5456064,Flooded
47.3977501,8.5456064,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.39775,8.5456063,Flooded
47.3977499,8.5456062,Flooded
47.3977499,8.5456062,Flooded
47.3977499,8.5456062,Flooded
47.3977499,8.5456062,Flooded
47.3977499,8.5456062,Flooded
47.3977499,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977498,8.5456062,Flooded
47.3977499,8.5456063,Flooded
47.3977499,8.5456063,Flooded
47.3977499,8.5456063,Flooded
47.3977499,8.5456063,Flooded
47.3977499,8.5456063,Flooded
47.3977498,8.5456063,Flooded
47.3977498,8.5456063,Flooded
47.3977498,8.5456063,Flooded
47.3977498,8.5456064,Flooded
47.3977498,8.5456064,Flooded
47.3977498,8.5456064,Flooded
47.3977498,8.5456064,Flooded
47.3977499,8.5456066,Flooded
47.3977499,8.5456066,Flooded
47.3977499,8.5456066,Flooded
47.39775,8.5456068,Flooded
47.39775,8.5456068,Flooded
47.39775,8.5456068,Flooded
47.39775,8.5456068,Flooded
47.39775,8.5456068,Flooded
47.39775,8.5456068,Flooded
47.39775,8.5456068,Flooded
47.39775,8.5456068,Flooded
47.3977502,8.5456071,Flooded
47.3977502,8.5456071,Flooded
47.3977502,8.5456071,Flooded
47.3977502,8.5456072,Flooded
47.3977502,8.5456072,Flooded
47.3977502,8.5456072,Flooded
47.3977502,8.5456072,Flooded
47.3977502,8.5456072,Flooded
47.3977504,8.5456073,Flooded
47.3977504,8.5456073,Flooded
47.3977504,8.5456073,Flooded
47.3977506,8.5456074,Flooded
47.3977506,8.5456074,Flooded
47.3977506,8.5456074,Flooded
47.3977506,8.5456074,Flooded
47.3977506,8.5456074,Flooded
47.3977508,8.5456076,Flooded
47.3977508,8.5456076,Flooded
47.3977508,8.5456076,Flooded
47.3977509,8.5456076,Flooded
47.3977509,8.5456076,Flooded
47.3977509,8.5456076,Flooded
47.3977509,8.5456076,Flooded
47.3977511,8.5456077,Flooded
47.3977511,8.5456077,Flooded
47.3977511,8.5456077,Flooded
47.3977511,8.5456077,Flooded
47.3977514,8.5456078,Flooded
47.3977514,8.5456078,Flooded
47.3977514,8.5456078,Flooded
47.3977514,8.5456078,Flooded
47.3977514,8.5456078,Flooded
47.3977514,8.5456078,Flooded
47.3977516,8.5456078,Flooded
47.3977516,8.5456078,Flooded
47.3977516,8.5456078,Flooded
47.3977516,8.5456078,Flooded
47.3977516,8.5456078,Flooded
47.3977518,8.5456078,Flooded
47.3977518,8.5456078,Flooded
47.3977518,8.5456078,Flooded
47.3977518,8.5456078,Flooded
47.3977518,8.5456078,Flooded
47.3977518,8.5456078,Flooded
47.3977518,8.5456079,Flooded
47.3977518,8.5456079,Flooded
47.3977518,8.5456079,Flooded
47.3977518,8.5456079,Flooded
47.3977518,8.5456079,Flooded
47.3977518,8.5456079,Flooded
47.3977518,8.5456079,Flooded
47.397752,8.5456078,Flooded
47.397752,8.5456078,Flooded
47.397752,8.5456078,Flooded
47.397752,8.5456078,Flooded
47.3977521,8.5456078,Flooded
47.3977521,8.5456078,Flooded
47.3977521,8.5456078,Flooded
47.3977521,8.5456078,Flooded
47.3977521,8.5456078,Flooded
47.3977523,8.5456078,Flooded
47.3977523,8.5456078,Flooded
47.3977523,8.5456078,Flooded
47.3977523,8.5456078,Flooded
47.3977523,8.5456078,Flooded
47.3977523,8.5456077,Flooded
47.3977523,8.5456077,Flooded
47.3977523,8.5456077,Flooded
47.3977523,8.5456077,Flooded
47.3977523,8.5456077,Flooded
47.3977523,8.5456079,Flooded
47.3977523,8.5456079,Flooded
47.3977523,8.5456079,Flooded
47.3977523,8.5456079,Flooded
47.3977523,8.5456079,Flooded
47.3977524,8.5456079,Flooded
47.3977524,8.5456079,Flooded
47.3977524,8.5456079,Flooded
47.3977524,8.5456079,Flooded
47.3977524,8.5456079,Flooded
